Unnamed: 0,Name,Type,Health,Attack,Defence,Moves
148,Weezing,Poison,65,90,120,"Acid,Acid Armor,Acid Downpour,Acid Spray,Baneful Bunker,Barb Barrage,Belch,Clear Smog,Coil,Corrosive Gas,Cross Poison,Dire Claw,G-Max Malodor,Gastro Acid,Gunk Shot,Malignant Chain,Max Ooze,Mortal Spin,Noxious Torque,Poison Fang,Poison Gas,Poison Jab,Poison Powder,Poison Sting,Poison Tail,Purify,Shell Side Arm,Sludge,Sludge Bomb,Sludge Wave,Smog,Toxic,Toxic Spikes,Toxic Thread,Venom Drench,Venoshock"
149,Rhyhorn,Ground,80,85,95,"Bone Club,Bone Rush,Bonemerang,Bulldoze,Dig,Drill Run,Earth Power,Earthquake,Fissure,G-Max Sandblast,Headlong Rush,High Horsepower,Land's Wrath,Magnitude,Max Quake,Mud Bomb,Mud Shot,Mud Sport,Mud-Slap,Precipice Blades,Rototiller,Sand Attack,Sand Tomb,Sandsear Storm,Scorching Sands,Shore Up,Spikes,Stomping Tantrum,Tectonic Rage,Thousand Arrows,Thousand Waves"
150,Rhydon,Ground,105,130,120,"Bone Club,Bone Rush,Bonemerang,Bulldoze,Dig,Drill Run,Earth Power,Earthquake,Fissure,G-Max Sandblast,Headlong Rush,High Horsepower,Land's Wrath,Magnitude,Max Quake,Mud Bomb,Mud Shot,Mud Sport,Mud-Slap,Precipice Blades,Rototiller,Sand Attack,Sand Tomb,Sandsear Storm,Scorching Sands,Shore Up,Spikes,Stomping Tantrum,Tectonic Rage,Thousand Arrows,Thousand Waves"
151,Chansey,Normal,250,5,5,"Acupressure,After You,Assist,Attract,Barrage,Baton Pass,Belly Drum,Bestow,Bide,Bind,Block,Blood Moon,Body Slam,Boomburst,Breakneck Blitz,Camouflage,Captivate,Celebrate,Chip Away,Comet Punch,Confide,Constrict,Conversion,Conversion 2,Copycat,Court Change,Covet,Crush Claw,Crush Grip,Cut,Defense Curl,Disable,Dizzy Punch,Doodle,Double Hit,Double Slap,Double Team,Double-Edge,Echoed Voice,Egg Bomb,Encore,Endeavor,Endure,Entrainment,Explosion,Extreme Evoboost,Extreme Speed,Facade,Fake Out,False Swipe,Feint,Fillet Away,Flail,Flash,Focus Energy,Follow Me,Foresight,Frustration,Fury Attack,Fury Swipes,G-Max Cuddle,G-Max Gold Rush,G-Max Replenish,Giga Impact,Glare,Growl,Growth,Guillotine,Happy Hour,Harden,Head Charge,Headbutt,Heal Bell,Helping Hand,Hidden Power,Hold Back,Hold Hands,Horn Attack,Horn Drill,Howl,Hyper Beam,Hyper Drill,Hyper Fang,Hyper Voice,Judgment,Laser Focus,Last Resort,Leer,Lock-On,Lovely Kiss,Lucky Chant,Max Guard,Max Strike,Me First,Mean Look,Mega Kick,Mega Punch,Metronome,Milk Drink,Mimic,Mind Reader,Minimize,Morning Sun,Multi-Attack,Natural Gift,Nature Power,Noble Roar,Odor Sleuth,Pain Split,Pay Day,Perish Song,Play Nice,Population Bomb,Pound,Power Shift,Present,Protect,Psych Up,Pulverizing Pancake,Quick Attack,Rage,Raging Bull,Rapid Spin,Razor Wind,Recover,Recycle,Reflect Type,Refresh,Relic Song,Retaliate,Return,Revelation Dance,Revival Blessing,Roar,Rock Climb,Round,Safeguard,Scary Face,Scratch,Screech,Secret Power,Self-Destruct,Sharpen,Shed Tail,Shell Smash,Simple Beam,Sing,Sketch,Skull Bash,Slack Off,Slam,Slash,Sleep Talk,Smelling Salts,Smokescreen,Snore,Soft-Boiled,Sonic Boom,Spike Cannon,Spit Up,Splash,Spotlight,Stockpile,Stomp,Strength,Struggle,Stuff Cheeks,Substitute,Super Fang,Supersonic,Swagger,Swallow,Sweet Scent,Swift,Swords Dance,Tackle,Tail Slap,Tail Whip,Take Down,Tearful Look,Teatime,Techno Blast,Teeter Dance,Tera Blast,Tera Starstorm,Terrain Pulse,Thrash,Tickle,Tidy Up,Transform,Tri Attack,Trump Card,Uproar,Veevee Volley,Vise Grip,Weather Ball,Whirlwind,Wish,Work Up,Wrap,Wring Out,Yawn"
152,Tangela,Grass,65,55,115,"Absorb,Apple Acid,Aromatherapy,Bloom Doom,Branch Poke,Bullet Seed,Chloroblast,Cotton Guard,Cotton Spore,Drum Beating,Energy Ball,Flower Trick,Forest's Curse,Frenzy Plant,G-Max Drum Solo,G-Max Sweetness,G-Max Tartness,G-Max Vine Lash,Giga Drain,Grass Knot,Grass Pledge,Grass Whistle,Grassy Glide,Grassy Terrain,Grav Apple,Horn Leech,Ingrain,Ivy Cudgel,Jungle Healing,Leaf Blade,Leaf Storm,Leaf Tornado,Leafage,Leech Seed,Magical Leaf,Matcha Gotcha,Max Overgrowth,Mega Drain,Needle Arm,Petal Blizzard,Petal Dance,Power Whip,Razor Leaf,Sappy Seed,Seed Bomb,Seed Flare,Sleep Powder,Snap Trap,Solar Beam,Solar Blade,Spicy Extract,Spiky Shield,Spore,Strength Sap,Stun Spore,Synthesis,Syrup Bomb,Trailblaze,Trop Kick,Vine Whip,Wood Hammer,Worry Seed"
153,Kangaskhan,Normal,105,95,80,"Acupressure,After You,Assist,Attract,Barrage,Baton Pass,Belly Drum,Bestow,Bide,Bind,Block,Blood Moon,Body Slam,Boomburst,Breakneck Blitz,Camouflage,Captivate,Celebrate,Chip Away,Comet Punch,Confide,Constrict,Conversion,Conversion 2,Copycat,Court Change,Covet,Crush Claw,Crush Grip,Cut,Defense Curl,Disable,Dizzy Punch,Doodle,Double Hit,Double Slap,Double Team,Double-Edge,Echoed Voice,Egg Bomb,Encore,Endeavor,Endure,Entrainment,Explosion,Extreme Evoboost,Extreme Speed,Facade,Fake Out,False Swipe,Feint,Fillet Away,Flail,Flash,Focus Energy,Follow Me,Foresight,Frustration,Fury Attack,Fury Swipes,G-Max Cuddle,G-Max Gold Rush,G-Max Replenish,Giga Impact,Glare,Growl,Growth,Guillotine,Happy Hour,Harden,Head Charge,Headbutt,Heal Bell,Helping Hand,Hidden Power,Hold Back,Hold Hands,Horn Attack,Horn Drill,Howl,Hyper Beam,Hyper Drill,Hyper Fang,Hyper Voice,Judgment,Laser Focus,Last Resort,Leer,Lock-On,Lovely Kiss,Lucky Chant,Max Guard,Max Strike,Me First,Mean Look,Mega Kick,Mega Punch,Metronome,Milk Drink,Mimic,Mind Reader,Minimize,Morning Sun,Multi-Attack,Natural Gift,Nature Power,Noble Roar,Odor Sleuth,Pain Split,Pay Day,Perish Song,Play Nice,Population Bomb,Pound,Power Shift,Present,Protect,Psych Up,Pulverizing Pancake,Quick Attack,Rage,Raging Bull,Rapid Spin,Razor Wind,Recover,Recycle,Reflect Type,Refresh,Relic Song,Retaliate,Return,Revelation Dance,Revival Blessing,Roar,Rock Climb,Round,Safeguard,Scary Face,Scratch,Screech,Secret Power,Self-Destruct,Sharpen,Shed Tail,Shell Smash,Simple Beam,Sing,Sketch,Skull Bash,Slack Off,Slam,Slash,Sleep Talk,Smelling Salts,Smokescreen,Snore,Soft-Boiled,Sonic Boom,Spike Cannon,Spit Up,Splash,Spotlight,Stockpile,Stomp,Strength,Struggle,Stuff Cheeks,Substitute,Super Fang,Supersonic,Swagger,Swallow,Sweet Scent,Swift,Swords Dance,Tackle,Tail Slap,Tail Whip,Take Down,Tearful Look,Teatime,Techno Blast,Teeter Dance,Tera Blast,Tera Starstorm,Terrain Pulse,Thrash,Tickle,Tidy Up,Transform,Tri Attack,Trump Card,Uproar,Veevee Volley,Vise Grip,Weather Ball,Whirlwind,Wish,Work Up,Wrap,Wring Out,Yawn"
154,Kangaskhan,Normal,105,125,100,"Acupressure,After You,Assist,Attract,Barrage,Baton Pass,Belly Drum,Bestow,Bide,Bind,Block,Blood Moon,Body Slam,Boomburst,Breakneck Blitz,Camouflage,Captivate,Celebrate,Chip Away,Comet Punch,Confide,Constrict,Conversion,Conversion 2,Copycat,Court Change,Covet,Crush Claw,Crush Grip,Cut,Defense Curl,Disable,Dizzy Punch,Doodle,Double Hit,Double Slap,Double Team,Double-Edge,Echoed Voice,Egg Bomb,Encore,Endeavor,Endure,Entrainment,Explosion,Extreme Evoboost,Extreme Speed,Facade,Fake Out,False Swipe,Feint,Fillet Away,Flail,Flash,Focus Energy,Follow Me,Foresight,Frustration,Fury Attack,Fury Swipes,G-Max Cuddle,G-Max Gold Rush,G-Max Replenish,Giga Impact,Glare,Growl,Growth,Guillotine,Happy Hour,Harden,Head Charge,Headbutt,Heal Bell,Helping Hand,Hidden Power,Hold Back,Hold Hands,Horn Attack,Horn Drill,Howl,Hyper Beam,Hyper Drill,Hyper Fang,Hyper Voice,Judgment,Laser Focus,Last Resort,Leer,Lock-On,Lovely Kiss,Lucky Chant,Max Guard,Max Strike,Me First,Mean Look,Mega Kick,Mega Punch,Metronome,Milk Drink,Mimic,Mind Reader,Minimize,Morning Sun,Multi-Attack,Natural Gift,Nature Power,Noble Roar,Odor Sleuth,Pain Split,Pay Day,Perish Song,Play Nice,Population Bomb,Pound,Power Shift,Present,Protect,Psych Up,Pulverizing Pancake,Quick Attack,Rage,Raging Bull,Rapid Spin,Razor Wind,Recover,Recycle,Reflect Type,Refresh,Relic Song,Retaliate,Return,Revelation Dance,Revival Blessing,Roar,Rock Climb,Round,Safeguard,Scary Face,Scratch,Screech,Secret Power,Self-Destruct,Sharpen,Shed Tail,Shell Smash,Simple Beam,Sing,Sketch,Skull Bash,Slack Off,Slam,Slash,Sleep Talk,Smelling Salts,Smokescreen,Snore,Soft-Boiled,Sonic Boom,Spike Cannon,Spit Up,Splash,Spotlight,Stockpile,Stomp,Strength,Struggle,Stuff Cheeks,Substitute,Super Fang,Supersonic,Swagger,Swallow,Sweet Scent,Swift,Swords Dance,Tackle,Tail Slap,Tail Whip,Take Down,Tearful Look,Teatime,Techno Blast,Teeter Dance,Tera Blast,Tera Starstorm,Terrain Pulse,Thrash,Tickle,Tidy Up,Transform,Tri Attack,Trump Card,Uproar,Veevee Volley,Vise Grip,Weather Ball,Whirlwind,Wish,Work Up,Wrap,Wring Out,Yawn"
155,Horsea,Water,30,40,70,"Aqua Cutter,Aqua Jet,Aqua Ring,Aqua Step,Aqua Tail,Bouncy Bubble,Brine,Bubble,Bubble Beam,Chilling Water,Clamp,Crabhammer,Dive,Fishious Rend,Flip Turn,G-Max Cannonade,G-Max Foam Burst,G-Max Hydrosnipe,G-Max Rapid Flow,G-Max Stonesurge,Hydro Cannon,Hydro Pump,Hydro Steam,Hydro Vortex,Jet Punch,Life Dew,Liquidation,Max Geyser,Muddy Water,Oceanic Operetta,Octazooka,Origin Pulse,Rain Dance,Razor Shell,Scald,Snipe Shot,Soak,Sparkling Aria,Splishy Splash,Steam Eruption,Surf,Surging Strikes,Triple Dive,Water Gun,Water Pledge,Water Pulse,Water Shuriken,Water Sport,Water Spout,Waterfall,Wave Crash,Whirlpool,Withdraw"
156,Seadra,Water,55,65,95,"Aqua Cutter,Aqua Jet,Aqua Ring,Aqua Step,Aqua Tail,Bouncy Bubble,Brine,Bubble,Bubble Beam,Chilling Water,Clamp,Crabhammer,Dive,Fishious Rend,Flip Turn,G-Max Cannonade,G-Max Foam Burst,G-Max Hydrosnipe,G-Max Rapid Flow,G-Max Stonesurge,Hydro Cannon,Hydro Pump,Hydro Steam,Hydro Vortex,Jet Punch,Life Dew,Liquidation,Max Geyser,Muddy Water,Oceanic Operetta,Octazooka,Origin Pulse,Rain Dance,Razor Shell,Scald,Snipe Shot,Soak,Sparkling Aria,Splishy Splash,Steam Eruption,Surf,Surging Strikes,Triple Dive,Water Gun,Water Pledge,Water Pulse,Water Shuriken,Water Sport,Water Spout,Waterfall,Wave Crash,Whirlpool,Withdraw"
157,Goldeen,Water,45,67,60,"Aqua Cutter,Aqua Jet,Aqua Ring,Aqua Step,Aqua Tail,Bouncy Bubble,Brine,Bubble,Bubble Beam,Chilling Water,Clamp,Crabhammer,Dive,Fishious Rend,Flip Turn,G-Max Cannonade,G-Max Foam Burst,G-Max Hydrosnipe,G-Max Rapid Flow,G-Max Stonesurge,Hydro Cannon,Hydro Pump,Hydro Steam,Hydro Vortex,Jet Punch,Life Dew,Liquidation,Max Geyser,Muddy Water,Oceanic Operetta,Octazooka,Origin Pulse,Rain Dance,Razor Shell,Scald,Snipe Shot,Soak,Sparkling Aria,Splishy Splash,Steam Eruption,Surf,Surging Strikes,Triple Dive,Water Gun,Water Pledge,Water Pulse,Water Shuriken,Water Sport,Water Spout,Waterfall,Wave Crash,Whirlpool,Withdraw"
158,Seaking,Water,80,92,65,"Aqua Cutter,Aqua Jet,Aqua Ring,Aqua Step,Aqua Tail,Bouncy Bubble,Brine,Bubble,Bubble Beam,Chilling Water,Clamp,Crabhammer,Dive,Fishious Rend,Flip Turn,G-Max Cannonade,G-Max Foam Burst,G-Max Hydrosnipe,G-Max Rapid Flow,G-Max Stonesurge,Hydro Cannon,Hydro Pump,Hydro Steam,Hydro Vortex,Jet Punch,Life Dew,Liquidation,Max Geyser,Muddy Water,Oceanic Operetta,Octazooka,Origin Pulse,Rain Dance,Razor Shell,Scald,Snipe Shot,Soak,Sparkling Aria,Splishy Splash,Steam Eruption,Surf,Surging Strikes,Triple Dive,Water Gun,Water Pledge,Water Pulse,Water Shuriken,Water Sport,Water Spout,Waterfall,Wave Crash,Whirlpool,Withdraw"
159,Staryu,Water,30,45,55,"Aqua Cutter,Aqua Jet,Aqua Ring,Aqua Step,Aqua Tail,Bouncy Bubble,Brine,Bubble,Bubble Beam,Chilling Water,Clamp,Crabhammer,Dive,Fishious Rend,Flip Turn,G-Max Cannonade,G-Max Foam Burst,G-Max Hydrosnipe,G-Max Rapid Flow,G-Max Stonesurge,Hydro Cannon,Hydro Pump,Hydro Steam,Hydro Vortex,Jet Punch,Life Dew,Liquidation,Max Geyser,Muddy Water,Oceanic Operetta,Octazooka,Origin Pulse,Rain Dance,Razor Shell,Scald,Snipe Shot,Soak,Sparkling Aria,Splishy Splash,Steam Eruption,Surf,Surging Strikes,Triple Dive,Water Gun,Water Pledge,Water Pulse,Water Shuriken,Water Sport,Water Spout,Waterfall,Wave Crash,Whirlpool,Withdraw"
160,Starmie,Water,60,75,85,"Aqua Cutter,Aqua Jet,Aqua Ring,Aqua Step,Aqua Tail,Bouncy Bubble,Brine,Bubble,Bubble Beam,Chilling Water,Clamp,Crabhammer,Dive,Fishious Rend,Flip Turn,G-Max Cannonade,G-Max Foam Burst,G-Max Hydrosnipe,G-Max Rapid Flow,G-Max Stonesurge,Hydro Cannon,Hydro Pump,Hydro Steam,Hydro Vortex,Jet Punch,Life Dew,Liquidation,Max Geyser,Muddy Water,Oceanic Operetta,Octazooka,Origin Pulse,Rain Dance,Razor Shell,Scald,Snipe Shot,Soak,Sparkling Aria,Splishy Splash,Steam Eruption,Surf,Surging Strikes,Triple Dive,Water Gun,Water Pledge,Water Pulse,Water Shuriken,Water Sport,Water Spout,Waterfall,Wave Crash,Whirlpool,Withdraw"
161,Mr. Mime,Psychic,40,45,65,"Agility,Ally Switch,Amnesia,Barrier,Calm Mind,Confusion,Cosmic Power,Dream Eater,Eerie Spell,Esper Wing,Expanding Force,Extrasensory,Freezing Glare,Future Sight,G-Max Gravitas,Genesis Supernova,Glitzy Glow,Gravity,Guard Split,Guard Swap,Heal Block,Heal Pulse,Healing Wish,Heart Stamp,Heart Swap,Hyperspace Hole,Hypnosis,Imprison,Instruct,Kinesis,Light Screen,Light That Burns the Sky,Lumina Crash,Lunar Blessing,Lunar Dance,Luster Purge,Magic Coat,Magic Powder,Magic Room,Max Mindstorm,Meditate,Miracle Eye,Mirror Coat,Mist Ball,Mystical Power,Photon Geyser,Power Split,Power Swap,Power Trick,Prismatic Laser,Psybeam,Psyblade,Psychic,Psychic Fangs,Psychic Noise,Psychic Terrain,Psycho Boost,Psycho Cut,Psycho Shift,Psyshield Bash,Psyshock,Psystrike,Psywave,Reflect,Rest,Role Play,Shattered Psyche,Skill Swap,Speed Swap,Stored Power,Synchronoise,Take Heart,Telekinesis,Teleport,Trick,Trick Room,Twin Beam,Wonder Room,Zen Headbutt"
162,Mr. Mime,Ice,50,65,65,"Aurora Beam,Aurora Veil,Avalanche,Blizzard,Chilly Reception,Freeze Shock,Freeze-Dry,Freezy Frost,Frost Breath,G-Max Resonance,Glacial Lance,Glaciate,Hail,Haze,Ice Ball,Ice Beam,Ice Burn,Ice Fang,Ice Hammer,Ice Punch,Ice Shard,Ice Spinner,Icicle Crash,Icicle Spear,Icy Wind,Max Hailstorm,Mist,Mountain Gale,Powder Snow,Sheer Cold,Snowscape,Subzero Slammer,Triple Axel"
163,Scyther,Bug,70,110,80,"Attack Order,Bug Bite,Bug Buzz,Defend Order,Fell Stinger,First Impression,Fury Cutter,G-Max Befuddle,Heal Order,Infestation,Leech Life,Lunge,Max Flutterby,Megahorn,Pin Missile,Pollen Puff,Pounce,Powder,Quiver Dance,Rage Powder,Savage Spin-Out,Signal Beam,Silk Trap,Silver Wind,Skitter Smack,Spider Web,Steamroller,Sticky Web,String Shot,Struggle Bug,Tail Glow,Twineedle,U-turn,X-Scissor"
164,Jynx,Ice,65,50,35,"Aurora Beam,Aurora Veil,Avalanche,Blizzard,Chilly Reception,Freeze Shock,Freeze-Dry,Freezy Frost,Frost Breath,G-Max Resonance,Glacial Lance,Glaciate,Hail,Haze,Ice Ball,Ice Beam,Ice Burn,Ice Fang,Ice Hammer,Ice Punch,Ice Shard,Ice Spinner,Icicle Crash,Icicle Spear,Icy Wind,Max Hailstorm,Mist,Mountain Gale,Powder Snow,Sheer Cold,Snowscape,Subzero Slammer,Triple Axel"
165,Electabuzz,Electric,65,83,57,"10,000,000 Volt Thunderbolt,Aura Wheel,Bolt Beak,Bolt Strike,Buzzy Buzz,Catastropika,Charge,Charge Beam,Discharge,Double Shock,Eerie Impulse,Electric Terrain,Electrify,Electro Ball,Electro Drift,Electro Shot,Electroweb,Fusion Bolt,G-Max Stun Shock,G-Max Volt Crash,Gigavolt Havoc,Ion Deluge,Magnet Rise,Magnetic Flux,Max Lightning,Nuzzle,Overdrive,Parabolic Charge,Pika Papow,Plasma Fists,Rising Voltage,Shock Wave,Spark,Stoked Sparksurfer,Supercell Slam,Thunder,Thunder Cage,Thunder Fang,Thunder Punch,Thunder Shock,Thunder Wave,Thunderbolt,Thunderclap,Volt Switch,Volt Tackle,Wild Charge,Wildbolt Storm,Zap Cannon,Zing Zap,Zippy Zap"
166,Magmar,Fire,65,95,57,"Armor Cannon,Bitter Blade,Blast Burn,Blaze Kick,Blazing Torque,Blue Flare,Burn Up,Burning Bulwark,Burning Jealousy,Ember,Eruption,Fiery Dance,Fire Blast,Fire Fang,Fire Lash,Fire Pledge,Fire Punch,Fire Spin,Flame Burst,Flame Charge,Flame Wheel,Flamethrower,Flare Blitz,Fusion Flare,G-Max Centiferno,G-Max Fireball,G-Max Wildfire,Heat Crash,Heat Wave,Incinerate,Inferno,Inferno Overdrive,Lava Plume,Magma Storm,Max Flare,Mind Blown,Mystical Fire,Overheat,Pyro Ball,Raging Fury,Sacred Fire,Searing Shot,Shell Trap,Sizzly Slide,Sunny Day,Temper Flare,Torch Song,V-create,Will-O-Wisp"
167,Pinsir,Bug,65,125,100,"Attack Order,Bug Bite,Bug Buzz,Defend Order,Fell Stinger,First Impression,Fury Cutter,G-Max Befuddle,Heal Order,Infestation,Leech Life,Lunge,Max Flutterby,Megahorn,Pin Missile,Pollen Puff,Pounce,Powder,Quiver Dance,Rage Powder,Savage Spin-Out,Signal Beam,Silk Trap,Silver Wind,Skitter Smack,Spider Web,Steamroller,Sticky Web,String Shot,Struggle Bug,Tail Glow,Twineedle,U-turn,X-Scissor"
168,Pinsir,Bug,65,155,120,"Attack Order,Bug Bite,Bug Buzz,Defend Order,Fell Stinger,First Impression,Fury Cutter,G-Max Befuddle,Heal Order,Infestation,Leech Life,Lunge,Max Flutterby,Megahorn,Pin Missile,Pollen Puff,Pounce,Powder,Quiver Dance,Rage Powder,Savage Spin-Out,Signal Beam,Silk Trap,Silver Wind,Skitter Smack,Spider Web,Steamroller,Sticky Web,String Shot,Struggle Bug,Tail Glow,Twineedle,U-turn,X-Scissor"
169,Tauros,Normal,75,100,95,"Acupressure,After You,Assist,Attract,Barrage,Baton Pass,Belly Drum,Bestow,Bide,Bind,Block,Blood Moon,Body Slam,Boomburst,Breakneck Blitz,Camouflage,Captivate,Celebrate,Chip Away,Comet Punch,Confide,Constrict,Conversion,Conversion 2,Copycat,Court Change,Covet,Crush Claw,Crush Grip,Cut,Defense Curl,Disable,Dizzy Punch,Doodle,Double Hit,Double Slap,Double Team,Double-Edge,Echoed Voice,Egg Bomb,Encore,Endeavor,Endure,Entrainment,Explosion,Extreme Evoboost,Extreme Speed,Facade,Fake Out,False Swipe,Feint,Fillet Away,Flail,Flash,Focus Energy,Follow Me,Foresight,Frustration,Fury Attack,Fury Swipes,G-Max Cuddle,G-Max Gold Rush,G-Max Replenish,Giga Impact,Glare,Growl,Growth,Guillotine,Happy Hour,Harden,Head Charge,Headbutt,Heal Bell,Helping Hand,Hidden Power,Hold Back,Hold Hands,Horn Attack,Horn Drill,Howl,Hyper Beam,Hyper Drill,Hyper Fang,Hyper Voice,Judgment,Laser Focus,Last Resort,Leer,Lock-On,Lovely Kiss,Lucky Chant,Max Guard,Max Strike,Me First,Mean Look,Mega Kick,Mega Punch,Metronome,Milk Drink,Mimic,Mind Reader,Minimize,Morning Sun,Multi-Attack,Natural Gift,Nature Power,Noble Roar,Odor Sleuth,Pain Split,Pay Day,Perish Song,Play Nice,Population Bomb,Pound,Power Shift,Present,Protect,Psych Up,Pulverizing Pancake,Quick Attack,Rage,Raging Bull,Rapid Spin,Razor Wind,Recover,Recycle,Reflect Type,Refresh,Relic Song,Retaliate,Return,Revelation Dance,Revival Blessing,Roar,Rock Climb,Round,Safeguard,Scary Face,Scratch,Screech,Secret Power,Self-Destruct,Sharpen,Shed Tail,Shell Smash,Simple Beam,Sing,Sketch,Skull Bash,Slack Off,Slam,Slash,Sleep Talk,Smelling Salts,Smokescreen,Snore,Soft-Boiled,Sonic Boom,Spike Cannon,Spit Up,Splash,Spotlight,Stockpile,Stomp,Strength,Struggle,Stuff Cheeks,Substitute,Super Fang,Supersonic,Swagger,Swallow,Sweet Scent,Swift,Swords Dance,Tackle,Tail Slap,Tail Whip,Take Down,Tearful Look,Teatime,Techno Blast,Teeter Dance,Tera Blast,Tera Starstorm,Terrain Pulse,Thrash,Tickle,Tidy Up,Transform,Tri Attack,Trump Card,Uproar,Veevee Volley,Vise Grip,Weather Ball,Whirlwind,Wish,Work Up,Wrap,Wring Out,Yawn"
170,Tauros,Fighting,75,110,105,"All-Out Pummeling,Arm Thrust,Aura Sphere,Axe Kick,Body Press,Brick Break,Bulk Up,Circle Throw,Close Combat,Coaching,Collision Course,Combat Torque,Counter,Cross Chop,Detect,Double Kick,Drain Punch,Dynamic Punch,Final Gambit,Flying Press,Focus Blast,Focus Punch,Force Palm,G-Max Chi Strike,Hammer Arm,High Jump Kick,Jump Kick,Karate Chop,Low Kick,Low Sweep,Mach Punch,Mat Block,Max Knuckle,Meteor Assault,No Retreat,Octolock,Power-Up Punch,Quick Guard,Revenge,Reversal,Rock Smash,Rolling Kick,Sacred Sword,Secret Sword,Seismic Toss,Sky Uppercut,Storm Throw,Submission,Superpower,Thunderous Kick,Triple Arrows,Triple Kick,Upper Hand,Vacuum Wave,Victory Dance,Vital Throw,Wake-Up Slap"
171,Tauros,Fighting,75,110,105,"All-Out Pummeling,Arm Thrust,Aura Sphere,Axe Kick,Body Press,Brick Break,Bulk Up,Circle Throw,Close Combat,Coaching,Collision Course,Combat Torque,Counter,Cross Chop,Detect,Double Kick,Drain Punch,Dynamic Punch,Final Gambit,Flying Press,Focus Blast,Focus Punch,Force Palm,G-Max Chi Strike,Hammer Arm,High Jump Kick,Jump Kick,Karate Chop,Low Kick,Low Sweep,Mach Punch,Mat Block,Max Knuckle,Meteor Assault,No Retreat,Octolock,Power-Up Punch,Quick Guard,Revenge,Reversal,Rock Smash,Rolling Kick,Sacred Sword,Secret Sword,Seismic Toss,Sky Uppercut,Storm Throw,Submission,Superpower,Thunderous Kick,Triple Arrows,Triple Kick,Upper Hand,Vacuum Wave,Victory Dance,Vital Throw,Wake-Up Slap"
172,Tauros,Fighting,75,110,105,"All-Out Pummeling,Arm Thrust,Aura Sphere,Axe Kick,Body Press,Brick Break,Bulk Up,Circle Throw,Close Combat,Coaching,Collision Course,Combat Torque,Counter,Cross Chop,Detect,Double Kick,Drain Punch,Dynamic Punch,Final Gambit,Flying Press,Focus Blast,Focus Punch,Force Palm,G-Max Chi Strike,Hammer Arm,High Jump Kick,Jump Kick,Karate Chop,Low Kick,Low Sweep,Mach Punch,Mat Block,Max Knuckle,Meteor Assault,No Retreat,Octolock,Power-Up Punch,Quick Guard,Revenge,Reversal,Rock Smash,Rolling Kick,Sacred Sword,Secret Sword,Seismic Toss,Sky Uppercut,Storm Throw,Submission,Superpower,Thunderous Kick,Triple Arrows,Triple Kick,Upper Hand,Vacuum Wave,Victory Dance,Vital Throw,Wake-Up Slap"
173,Magikarp,Water,20,10,55,"Aqua Cutter,Aqua Jet,Aqua Ring,Aqua Step,Aqua Tail,Bouncy Bubble,Brine,Bubble,Bubble Beam,Chilling Water,Clamp,Crabhammer,Dive,Fishious Rend,Flip Turn,G-Max Cannonade,G-Max Foam Burst,G-Max Hydrosnipe,G-Max Rapid Flow,G-Max Stonesurge,Hydro Cannon,Hydro Pump,Hydro Steam,Hydro Vortex,Jet Punch,Life Dew,Liquidation,Max Geyser,Muddy Water,Oceanic Operetta,Octazooka,Origin Pulse,Rain Dance,Razor Shell,Scald,Snipe Shot,Soak,Sparkling Aria,Splishy Splash,Steam Eruption,Surf,Surging Strikes,Triple Dive,Water Gun,Water Pledge,Water Pulse,Water Shuriken,Water Sport,Water Spout,Waterfall,Wave Crash,Whirlpool,Withdraw"
174,Gyarados,Water,95,125,79,"Aqua Cutter,Aqua Jet,Aqua Ring,Aqua Step,Aqua Tail,Bouncy Bubble,Brine,Bubble,Bubble Beam,Chilling Water,Clamp,Crabhammer,Dive,Fishious Rend,Flip Turn,G-Max Cannonade,G-Max Foam Burst,G-Max Hydrosnipe,G-Max Rapid Flow,G-Max Stonesurge,Hydro Cannon,Hydro Pump,Hydro Steam,Hydro Vortex,Jet Punch,Life Dew,Liquidation,Max Geyser,Muddy Water,Oceanic Operetta,Octazooka,Origin Pulse,Rain Dance,Razor Shell,Scald,Snipe Shot,Soak,Sparkling Aria,Splishy Splash,Steam Eruption,Surf,Surging Strikes,Triple Dive,Water Gun,Water Pledge,Water Pulse,Water Shuriken,Water Sport,Water Spout,Waterfall,Wave Crash,Whirlpool,Withdraw"
175,Gyarados,Water,95,155,109,"Aqua Cutter,Aqua Jet,Aqua Ring,Aqua Step,Aqua Tail,Bouncy Bubble,Brine,Bubble,Bubble Beam,Chilling Water,Clamp,Crabhammer,Dive,Fishious Rend,Flip Turn,G-Max Cannonade,G-Max Foam Burst,G-Max Hydrosnipe,G-Max Rapid Flow,G-Max Stonesurge,Hydro Cannon,Hydro Pump,Hydro Steam,Hydro Vortex,Jet Punch,Life Dew,Liquidation,Max Geyser,Muddy Water,Oceanic Operetta,Octazooka,Origin Pulse,Rain Dance,Razor Shell,Scald,Snipe Shot,Soak,Sparkling Aria,Splishy Splash,Steam Eruption,Surf,Surging Strikes,Triple Dive,Water Gun,Water Pledge,Water Pulse,Water Shuriken,Water Sport,Water Spout,Waterfall,Wave Crash,Whirlpool,Withdraw"
